Feature,Coefficient,Odds_Ratio,Abs_Coefficient
"Keywords_Platonic solids,Regular polygon",-0.23492979038232079,0.7906263572543981,0.23492979038232079
"Keywords_Quantile,Population,Sample,Mean,Variance,Standard deviation,Median,Mode",-0.23232364248610496,0.7926895337758659,0.23232364248610496
"Keywords_Logarithmic rule,Power rule,Trigonometric rules",0.2316019274846381,1.2606178116320506,0.2316019274846381
"Keywords_Linear independence,Span,Linear dependence",-0.2303584033382456,0.7942488900318463,0.2303584033382456
"Keywords_Commuting matrices,Solve matrix equation,Matrix equivalent - echelon,Inverse matrix ,Determinant computation,Matrix rank,Determinant properties,Hermitian matrix,Matrix multiplication,Linearly independent rows,Symmetric matrix,Matrix operations",-0.22983616829362566,0.7946637829627561,0.22983616829362566
"Keywords_Linear independence,Subspace,Linear combination,Linear dependence,Span",0.2291587252124006,1.257541626731424,0.2291587252124006
"Keywords_Product rule,Trigonometric rules,Quotient rule",-0.22875419053243615,0.7955240568182095,0.22875419053243615
"Keywords_Cartesian equations of a line,Orthogonality,Collinearity",0.22875118638663233,1.2570292341105465,0.22875118638663233
"Keywords_Subspace,Dimension",0.22860212027846685,1.256841867620111,0.22860212027846685
"Keywords_Matrix multiplication,Determinant computation,Determinant properties,Symmetric matrix,Inverse matrix ,Linearly independent rows,Commuting matrices,Solve matrix equation,Matrix operations,Matrix rank",0.22846726634529188,1.256672388978571,0.22846726634529188
"Keywords_Power rule,Product rule",-0.22682065157926076,0.7970637215914835,0.22682065157926076
"Keywords_Euclidean spaces,Orthogonal basis",-0.22649661258582177,0.7973220431684063,0.22649661258582177
"Keywords_Trigonometric rules,Product rule,Logarithmic rule,Exponential rule",-0.22264854684877758,0.8003961016002882,0.22264854684877758
"Keywords_Subspace,Change-of-basis matrix,Linear combination,Span,Basis",-0.22021739238885996,0.8023443554458091,0.22021739238885996
"Keywords_Characteristic polynomial,Eigenvalue,Diagonalization,Eigenvector,Spectrum",-0.21831006041431592,0.8038761528482489,0.21831006041431592
"Keywords_Graphical method,Linear programming",0.21801032204717033,1.2435999040496835,0.21801032204717033
"Keywords_Triangles,Triangle inequality",-0.2179200370251778,0.8041897444998942,0.2179200370251778
"Keywords_Addition, multiplication, and total probability rules,Sample space,Event,Axioms of probability",-0.21644767801590534,0.8053746726211092,0.21644767801590534
"Keywords_Inverse matrix ,Determinant computation,Determinant properties,Matrix operations",-0.2149492406628644,0.8065823807252515,0.2149492406628644
"Keywords_Direct integrals ,Fundamental theorem of Calculus",0.2127483015979016,1.2370732426962625,0.2127483015979016
"Keywords_ Integration by parts,Fundamental theorem of Calculus",0.21265320102613366,1.2369556019175045,0.21265320102613366
"Keywords_Fundamental theorem of Calculus,Partial fractions decomposition",0.21251586074271908,1.236785729749979,0.21251586074271908
"Keywords_y-simple region (type I),Area ,Cartesian coordinates",0.21114367734279477,1.2350897967340229,0.21114367734279477
"Keywords_Event,Axioms of probability,Sample space",-0.21086427656212642,0.8098839796602357,0.21086427656212642
"Keywords_Continuity,Limits",-0.20933656327090008,0.8111221957590862,0.20933656327090008
Keywords_Geometric solids,-0.20841038849313537,0.8118737846761064,0.20841038849313537
"Keywords_Linear combination,Span",0.20804055854815004,1.2312631067801718,0.20804055854815004
Keywords_Homogeneous equation,0.20694217379991822,1.2299114486188707,0.20694217379991822
"Keywords_Basis,Dimension",0.20692610730525127,1.2298916884118798,0.20692610730525127
"Keywords_Quadrilaterals,Geometrical figures",-0.2066591916633718,0.8132967810837408,0.2066591916633718
"Keywords_Polynomial interpolation,Newtons interpolation",-0.20447087740519815,0.8150784787721367,0.20447087740519815
"Keywords_Linear differential equation,Homogeneous equation",0.2038262230285644,1.2260850695920964,0.2038262230285644
"Keywords_Matrix multiplication,Determinant computation,Determinant properties,Symmetric matrix,Hermitian matrix,Inverse matrix ,Linearly independent rows,Commuting matrices,Solve matrix equation,Matrix operations,Matrix rank,Matrix equivalent - echelon",0.20325145711604872,1.2253805601716454,0.20325145711604872
"Keywords_Solve matrix equation,Matrix equivalent - echelon,Inverse matrix ,Determinant computation,Determinant properties,Matrix rank,Hermitian matrix,Matrix operations,Symmetric matrix,Matrix multiplication,Linearly independent rows,Commuting matrices",0.20313723956875987,1.2252406082022045,0.20313723956875987
"Keywords_Gradient,First order,Directional derivative",-0.2012977551933331,0.8176689301333778,0.2012977551933331
"Keywords_Nonlinear equation,Newtons method",-0.2012453716992796,0.817711763610791,0.2012453716992796
"Keywords_Postoptimality analysis,Duality theory,Excel solver add-in,Simplex method,Linear programming,Sensitivity analysis",-0.20096839209669945,0.8179382844594801,0.20096839209669945
"Keywords_Minimum,Stationary point,Maximum,Saddle point,Optimal solution",-0.1980565382526391,0.8203234721709786,0.1980565382526391
"Keywords_Quotient rule,Trigonometric rules,Logarithmic rule,Product rule",0.19456840865727887,1.2147865819616153,0.19456840865727887
"Keywords_Newtons interpolation,Polynomial interpolation",-0.19369222631806401,0.8239114435087806,0.19369222631806401
"Keywords_Kernel,Isomorphism,Injective linear application,Range",0.19302618783469047,1.212914556709118,0.19302618783469047
"Keywords_Frequency,Mode,Quantile,Population,Data type,Sample,Relative frequency,Mean,Standard deviation,Variance,Median",0.19171497266281118,1.2113252069576335,0.19171497266281118
"Keywords_Quotient rule,Trigonometric rules",-0.18851149123355312,0.8281909864479093,0.18851149123355312
"Keywords_Trigonometric form,Modulus of a complex number,Algebraic form",0.18818325103056616,1.2070546890995548,0.18818325103056616
"Keywords_Subspace,Span,Linear combination",0.1881058584501956,1.206961275637318,0.1881058584501956
Topic_Linear Algebra,0.18809673438613542,1.2069502632955598,0.18809673438613542
Student Country_Ireland,-0.18608055873169688,0.8302067118882043,0.18608055873169688
"Keywords_Logarithmic function,Exponential function,Simplify expressions",-0.1857675814115997,0.8304665884256276,0.1857675814115997
"Keywords_Imaginary part,Modulus of a complex number,Conjugate number,Algebraic form,Operations with complex numbers,Real part,Equations involving complex numbers",-0.18149845408171078,0.8340195346285352,0.18149845408171078
"Keywords_Simplex method,Linear programming,Assignment problem,Excel solver add-in",-0.17768423210006015,0.8372067447700954,0.17768423210006015
Keywords_Planar graph,-0.17641151332195934,0.8382729518622893,0.17641151332195934
"Keywords_Linear application,Linearity",-0.1750867430555745,0.8393842068602985,0.1750867430555745
"Keywords_Injective linear application,Invertible linear operator,Range,Kernel,Isomorphism",-0.17473618403727934,0.8396785121465,0.17473618403727934
Topic_Probability ,-0.17423696983456782,0.8400977962330531,0.17423696983456782
Subtopic_Probability ,-0.17423696983456782,0.8400977962330531,0.17423696983456782
"Keywords_Collinearity,Locus,Orthogonality,Orthogonal projection,Scalar product,Distance",-0.1716661763597417,0.8422602926406608,0.1716661763597417
Topic_Integration,0.17110430274117305,1.1866145097133887,0.17110430274117305
Student Country_Lithuania,-0.16933314732589477,0.8442276043627873,0.16933314732589477
"Keywords_Product rule,Trigonometric rules",-0.1690506710979557,0.8444661122768118,0.1690506710979557
"Keywords_Mean,Variance,Standard deviation,Median,Mode",-0.16789298549328943,0.8454443046489863,0.16789298549328943
"Keywords_Eigenvalue,Eigenvector,Diagonalization",0.16689740684568322,1.1816330316296353,0.16689740684568322
"Keywords_Range,Kernel,Matrix of a linear transformation",0.16495488107468126,1.1793399069617836,0.16495488107468126
Topic_Differential Equations,0.16491563217909705,1.1792936200812774,0.16491563217909705
Subtopic_Differential Equations,0.16491563217909705,1.1792936200812774,0.16491563217909705
"Keywords_Power rule,Trigonometric rules,Logarithmic rule",-0.16447604928423631,0.8483380750051284,0.16447604928423631
"Keywords_Symmetric matrix,Determinant computation,Determinant properties",-0.16338999261102782,0.8492599187292776,0.16338999261102782
"Keywords_Span,Linear combination,Subspace",-0.16296224769492554,0.8496232630457656,0.16296224769492554
"Keywords_Optimal solution,Minimum,Maximum,Stationary point,Saddle point",0.16186250327984034,1.175698575508966,0.16186250327984034
"Keywords_Stationary point,Maximum,Saddle point,Optimal solution,Minimum",0.16088747022878638,1.174552789220292,0.16088747022878638
Keywords_Integration by parts,-0.1604114837076374,0.8517932178125929,0.1604114837076374
Student Country_Italy,-0.1580659405077867,0.8537934805365781,0.1580659405077867
Subtopic_Limits and Continuity,-0.1550829845067584,0.856344111241269,0.1550829845067584
"Keywords_Direct inspection,Simple integration",0.15306499615093655,1.16540072304247,0.15306499615093655
"Keywords_Mean,Median,Mode",0.15165482759964186,1.1637584697922683,0.15165482759964186
Keywords_Symmetry,-0.15129808266189662,0.8595914311647095,0.15129808266189662
"Keywords_Matrix of a linear transformation,Linear application,Linearity",0.1444922850594922,1.1554527806799038,0.1444922850594922
Keywords_Matrix of a linear transformation,-0.14427297697749042,0.8656514128973904,0.14427297697749042
"Keywords_Trigonometric rules,Product rule,Exponential rule",0.14416621504883323,1.1550760835975398,0.14416621504883323
"Keywords_Triangle inequality,Triangles",-0.14344334475641995,0.8663698831935895,0.14344334475641995
Subtopic_Linear Transformations,-0.14249352170143262,0.8671931722103429,0.14249352170143262
"Keywords_First order,Directional derivative,Gradient",0.1375338458577296,1.147440541424177,0.1375338458577296
"Keywords_Product rule,Logarithmic rule,Trigonometric rules",0.13300867260684757,1.1422599046590083,0.13300867260684757
"Keywords_Volume of revolution,Fundamental theorem of Calculus",-0.1306904232191734,0.8774893826853649,0.1306904232191734
"Keywords_Cartesian equations of a plane,Cartesian equations of a line,Collinearity",-0.129656407258067,0.878397189975492,0.129656407258067
"Keywords_Orthogonality,Orthogonal projection,Cross product,Scalar product",0.12916006884935124,1.1378722474905718,0.12916006884935124
Keywords_Chromatic number,0.126742899953102,1.135125139535529,0.126742899953102
Subtopic_Graph Theory,0.12629063069253318,1.1346118734040143,0.12629063069253318
Topic_Graph Theory,0.12629063069253318,1.1346118734040143,0.12629063069253318
Topic_Fundamental Mathematics,0.1248900611057193,1.1330238828265229,0.1248900611057193
"Keywords_Optimal solution,Minimum,Maximum",-0.12078651798483644,0.8862231320998184,0.12078651798483644
Keywords_First order,0.1167251747432609,1.1238105357275423,0.1167251747432609
"Keywords_Sample,Population,Mean,Variance,Standard deviation,Median,Mode,Quantile",-0.115406228783408,0.8910041188600967,0.115406228783408
Question Level_Advanced,0.11496950985748236,1.1218392320124089,0.11496950985748236
"Keywords_Domain,Image of a function",0.11474234162542925,1.1215844147217173,0.11474234162542925
Keywords_Domain,-0.11255211223211585,0.8935507809694883,0.11255211223211585
"Keywords_Sample space,Addition, multiplication, and total probability rules,Event,Axioms of probability",-0.11049218817469962,0.8953933248183942,0.11049218817469962
"Keywords_Polygons,Geometrical figures",0.10896778819018375,1.1151264295224448,0.10896778819018375
"Keywords_Nth root,Polar representation,Operations with complex numbers,Principal argument,De Moivre formulas",0.10809614915112131,1.1141548652811561,0.10809614915112131
"Keywords_Lagrange multipliers,Minimum,Maximum,Stationary point",-0.10766461854962744,0.8979286945641622,0.10766461854962744
"Keywords_Linearity,Matrix of a linear transformation,Linear application",-0.10486800467206295,0.9004433690602912,0.10486800467206295
"Subtopic_Domain, Image and Graphics",-0.10479038375203543,0.9005132650156895,0.10479038375203543
"Keywords_Trigonometric rules,Product rule,Sum rule,Logarithmic rule,Power rule,Exponential rule",-0.1046462167010092,0.9006430987161628,0.1046462167010092
Keywords_Linear programming,0.10398432765840307,1.1095830650144876,0.10398432765840307
Question Level_Basic,-0.10355815389641738,0.9016235882924755,0.10355815389641738
Subtopic_Double Integration,0.09911327495009511,1.1041913696973893,0.09911327495009511
"Keywords_Excel solver add-in,Simplex method,Linear programming",-0.09781925597928441,0.9068127899324401,0.09781925597928441
Keywords_Complex plane ,0.09493087291004258,1.0995828415368316,0.09493087291004258
"Keywords_Locus,Distance",0.08623215018028846,1.090059356409848,0.08623215018028846
Subtopic_Matrices and Determinants,-0.08397822265840929,0.9194512790816808,0.08397822265840929
"Keywords_Sample space,Addition, multiplication, and total probability rules,Axioms of probability,Event",0.08188447299924875,1.0853304176186238,0.08188447299924875
"Keywords_Linear application,Composition of linear applications",-0.07906948960680753,0.9239757155050154,0.07906948960680753
Subtopic_Numerical Methods,-0.07889812348236501,0.924134067210132,0.07889812348236501
Topic_Numerical Methods,-0.07889812348236501,0.924134067210132,0.07889812348236501
"Keywords_Injective linear application,Invertible linear operator,Isomorphism",-0.07842200679506196,0.9245741676220974,0.07842200679506196
"Keywords_Span,Subspace,Linear combination",-0.07560751093083407,0.9271800431858613,0.07560751093083407
"Keywords_Bayes' Theorem,Conditional probability",0.07513797992377465,1.0780328875187073,0.07513797992377465
"Keywords_Simplify expressions,Exponential function",0.07460719630188029,1.0774608371490628,0.07460719630188029
Student Country_Portugal,-0.07335983479127825,0.9292663874807886,0.07335983479127825
"Keywords_Basis,Span,Change-of-basis matrix",-0.07317390449029267,0.9294391823233095,0.07317390449029267
"Keywords_Range,Kernel,Isomorphism,Injective linear application",-0.06880541322621508,0.9335083107766585,0.06880541322621508
Subtopic_Derivatives,-0.06865111484451973,0.9336523607113606,0.06865111484451973
Subtopic_Nonlinear Optimization,0.06660044634526925,1.0688683225997768,0.06660044634526925
"Keywords_Directional derivative,Gradient,First order,Second order",-0.06465801392228325,0.9373879822071247,0.06465801392228325
Keywords_Exponential rule,-0.06419702287016388,0.9378202092980427,0.06419702287016388
"Keywords_Path,Simple graph,Cycle and circuit",-0.06415490292600384,0.9378597110647907,0.06415490292600384
Subtopic_Statistics,0.06081977129583318,1.0627073665549402,0.06081977129583318
Topic_Statistics,0.06081977129583318,1.0627073665549402,0.06081977129583318
"Keywords_Collinearity,Orthogonality,Distance,Scalar product",-0.060374385105107495,0.94141201696296,0.060374385105107495
"Keywords_Spanning tree,Shortest path,Path,Tree",-0.05915366619974951,0.9425619181200445,0.05915366619974951
"Keywords_Axioms of probability,Event,Independence,Addition, multiplication, and total probability rules,Sample space",-0.05913212942214053,0.9425822180850548,0.05913212942214053
"Keywords_Determinant computation,Determinant properties",0.057990446266330674,1.059704871523815,0.057990446266330674
Keywords_Simplify expressions,-0.05671818643674701,0.9448603062998666,0.05671818643674701
"Keywords_Cartesian equations of a plane,Cartesian equations of a line",-0.05453639632002148,0.9469240436800962,0.05453639632002148
"Keywords_Matrix multiplication,Determinant computation,Determinant properties,Symmetric matrix,Inverse matrix ,Commuting matrices,Solve matrix equation,Matrix operations,Matrix rank",0.05370680350400758,1.0551751831306577,0.05370680350400758
"Keywords_Eigenvector,Eigenvalue",-0.052723455860742105,0.9486423176843509,0.052723455860742105
"Keywords_Range,Kernel,Isomorphism",0.05106312354988804,1.0523893217364342,0.05106312354988804
Keywords_Subspace,0.050612457916451574,1.051915152889959,0.050612457916451574
"Keywords_Basis,Span,Subspace,Linear combination,Dimension",0.050127942021683775,1.051405606730012,0.050127942021683775
"Keywords_Geometrical figures,Quadrilaterals,Rhombus",-0.04997402199869512,0.9512541358609194,0.04997402199869512
"Keywords_Distance,Scalar product,Cross product,Orthogonality",0.0496966756818449,1.0509522686440662,0.0496966756818449
"Keywords_Algebraic form,Real part,Equations involving complex numbers,Imaginary part,Conjugate number,Modulus of a complex number",0.0486515982590071,1.0498545158738568,0.0486515982590071
Keywords_Basis,0.04315607219839745,1.0441008372479106,0.04315607219839745
"Keywords_Quotient rule,Product rule,Power rule,Trigonometric rules",-0.041787404848470495,0.9590736533091923,0.041787404848470495
"Keywords_Event,Axioms of probability,Addition, multiplication, and total probability rules,Sample space",-0.04075970549051351,0.9600597993309538,0.04075970549051351
"Keywords_Injective linear application,Range,Kernel,Isomorphism",-0.039009231943601445,0.9617418303590455,0.039009231943601445
"Keywords_Event,Addition, multiplication, and total probability rules,Sample space",-0.03674010289976396,0.9639266245314935,0.03674010289976396
"Keywords_Linear differential equation,Integral curve,Cauchy problem",-0.033909356121662876,0.966659122398324,0.033909356121662876
"Keywords_Rotation,Linear application",-0.03351868171166084,0.9670368451591442,0.03351868171166084
"Keywords_First order,Second order",0.03192015106923003,1.0324350631778203,0.03192015106923003
"Keywords_Range,Kernel",0.02995333468575938,1.0304064485908473,0.02995333468575938
"Keywords_Trigonometric form,Operations with complex numbers,Modulus of a complex number,Algebraic form,Principal argument,De Moivre formulas,Polar representation",-0.029307205974982927,0.9711180853587928,0.029307205974982927
Topic_Analytic Geometry,0.028393867624361125,1.0288008159654134,0.028393867624361125
Subtopic_Analytic Geometry,0.028393867624361125,1.0288008159654134,0.028393867624361125
"Keywords_Logarithmic rule,Trigonometric rules",0.02638366689013119,1.0267347970618574,0.02638366689013119
"Keywords_Polygons,Regular polygon",-0.02608457909333632,0.9742526847151792,0.02608457909333632
"Keywords_y-simple region (type I),Cartesian coordinates,Area ,Iterate integrals",-0.025001380689925058,0.9753085654286929,0.025001380689925058
"Keywords_Iterate integrals,Area ,y-simple region (type I),Cartesian coordinates",-0.02474635759935017,0.9755573233514716,0.02474635759935017
"Keywords_Linearity,Linear application",0.021741904881129707,1.0219799823838507,0.021741904881129707
"Keywords_Euclidean spaces,Orthogonal basis,Basis",0.02133202864217018,1.0215611829062199,0.02133202864217018
"Keywords_Indeterminate forms,Limits",-0.020904096843132852,0.9793128792627118,0.020904096843132852
"Keywords_Subspace,Basis,Dimension",-0.01872199027804072,0.9814521775653942,0.01872199027804072
"Keywords_Trigonometric rules,Product rule,Sum rule,Power rule",0.015549242961154472,1.015670761462749,0.015549242961154472
"Keywords_Cartesian equations of a plane,Orthogonality,Locus,Distance",0.01474833294380828,1.0148576262431053,0.01474833294380828
"Keywords_Subspace,Linear combination,Span",0.0102036615476293,1.0102558964132453,0.0102036615476293
"Keywords_Imaginary part,Modulus of a complex number,Algebraic form,Conjugate number,Real part,Equations involving complex numbers",-0.009827039653270055,0.9902210879213568,0.009827039653270055
"Keywords_Gradient,First order",0.008657453284928113,1.0086950374162775,0.008657453284928113
"Keywords_Tree,Spanning tree",-0.008604245456037848,0.9914326651254662,0.008604245456037848
"Keywords_Optimal solution,Stationary point,Minimum,Maximum,Saddle point",-0.005753764466503566,0.9942627567347104,0.005753764466503566
Topic_Complex Numbers,-0.0024027331447717053,0.9976001511080184,0.0024027331447717053
Subtopic_Complex Numbers,-0.0024027331447717053,0.9976001511080184,0.0024027331447717053
"Keywords_Nth root,Polar representation,Imaginary part,Complex plane ,Operations with complex numbers,Real part,Principal argument,De Moivre formulas",0.0008767701628661548,1.0008771546381827,0.0008767701628661548
"Keywords_Quadrilaterals,Geometrical figures,Classification of geometrical figures",0.0007777989171243446,1.0007781014811417,0.0007777989171243446
Keywords_Geometrical figures,-0.00013984257723760593,0.9998601672002798,0.00013984257723760593
Question ID,5.222944128994868e-05,1.000052230805271,5.222944128994868e-05
"Keywords_Linear equations,Quadratic equations,Simplify expressions",0.0,1.0,0.0
"Keywords_Fundamental theorem of Calculus,Direct integrals ",0.0,1.0,0.0
"Keywords_Path,Cycle and circuit",0.0,1.0,0.0
"Keywords_Stationary point,Minimum,Optimal solution,Lagrange multipliers",0.0,1.0,0.0
